gpstime,rostime,distance,position_error,iou,heading_error,speed_error
1730117633.22,1730117615.1609287,7.798455098790194,1.5139578999100993,0.25968712859939613,178.5820307177376,0.3996434370050215
1730117633.24,1730117615.1808217,7.817728210067496,,,,
1730117633.26,1730117615.2008402,7.836918626491439,,,,
1730117633.28,1730117615.220838,7.8561111952010805,,,,
1730117633.3,1730117615.2415643,7.875160079307183,,,,
1730117633.32,1730117615.2607665,7.894190899383305,1.4772158760689655,0.27112249391830295,3.0966206417745745,0.4103382627206642
1730117633.34,1730117615.2807775,7.913100915413428,,,,
1730117633.36,1730117615.3009968,7.932005979780842,,,,
1730117633.38,1730117615.3209176,7.957311339379052,,,,
1730117633.4,1730117615.3415272,7.969447365701989,,,,
1730117633.42,1730117615.3610404,7.987846659723508,1.5782972767122139,0.2681938083610431,2.234877097509246,0.2600624646122419
1730117633.44,1730117615.3807306,8.006187551662427,,,,
1730117633.46,1730117615.4007995,8.024329786085335,,,,
1730117633.48,1730117615.4210002,8.042311175594383,,,,
1730117633.5,1730117615.4418428,8.060011978718618,,,,
1730117633.52,1730117615.4609838,8.077628368205128,1.5896964220360659,0.25643618395449025,0.6372834879029317,0.05977834809446547
1730117633.54,1730117615.48106,8.094860574786749,,,,
1730117633.56,1730117615.5009408,8.111948532263456,,,,
1730117633.58,1730117615.5209498,8.128683902534284,,,,
1730117633.6,1730117615.5415297,8.145241827868945,,,,
1730117633.62,1730117615.560902,8.161536184930098,1.6334397399018121,0.2453855991184382,179.62387996735654,0.13072313337817576
1730117633.64,1730117615.5811527,8.177482668398,,,,
1730117633.66,1730117615.6010358,8.193196907200825,,,,
1730117633.68,1730117615.6210816,8.208554370711381,,,,
1730117633.7,1730117615.6415293,8.223786288625215,,,,
1730117633.72,1730117615.6610205,8.238689670019896,1.7432814351835044,0.23709148094561827,0.974767984008778,0.06588881603661922
1730117633.74,1730117615.6807778,8.253316614527693,,,,
1730117633.76,1730117615.701034,8.267730259106902,,,,
1730117633.78,1730117615.7209148,8.281971520315029,,,,
1730117633.8,1730117615.7413816,8.295968803641722,,,,
1730117633.82,1730117615.760914,8.309884529536628,1.491209576540808,0.2500115493906736,179.26224720963097,0.05130444916046939
1730117633.84,1730117615.7811267,8.3236289419588,,,,
1730117633.86,1730117615.800983,8.337215764906373,,,,
1730117633.88,1730117615.8208048,8.359960241494583,,,,
1730117633.9,1730117615.841439,8.364110903159855,,,,
1730117633.92,1730117615.860974,8.377509741503353,1.5663877119730918,0.2509452577883261,178.47750456770038,0.09442784610985411
1730117633.94,1730117615.8808405,8.390635870061772,,,,
1730117633.96,1730117615.90078,8.403843006099171,,,,
1730117633.98,1730117615.920651,8.416748629313629,,,,
1730117634.0,1730117615.943068,8.42975863121757,,,,
1730117634.02,1730117615.960787,8.442674188182032,1.591022398377643,0.24551010677943175,179.90243072070226,0.08882755405212261
1730117634.04,1730117615.9809766,8.455550094416521,,,,
1730117634.06,1730117616.0008914,8.468404342842902,,,,
1730117634.08,1730117616.0209093,8.481391335983236,,,,
1730117634.1,1730117616.0414085,8.494336601804191,,,,
1730117634.12,1730117616.0608852,8.507400552819574,1.5522589548954782,0.25800337665936823,177.51213715531463,0.11580045544314221
1730117634.14,1730117616.0809274,8.520554784588981,,,,
1730117634.16,1730117616.1009445,8.533540744970024,,,,
1730117634.18,1730117616.120814,8.546967387484377,,,,
1730117634.2,1730117616.1415749,8.560320057311591,,,,
1730117634.22,1730117616.1608691,8.573802795619569,1.5105058242378258,0.26254437798197394,1.1137958723078905,0.19868359886144282
1730117634.24,1730117616.1808054,8.587489889496464,,,,
1730117634.26,1730117616.20094,8.601190902754665,,,,
1730117634.28,1730117616.2208333,8.615050601898146,,,,
1730117634.3,1730117616.2414677,8.628948214075827,,,,
1730117634.32,1730117616.2609732,8.643012732287783,1.55232532570404,0.259625539915566,177.27879818786377,0.058613874661452514
1730117634.34,1730117616.2808607,8.657000144529666,,,,
1730117634.36,1730117616.301017,8.671428675776589,,,,
1730117634.38,1730117616.3207078,8.69840290767392,,,,
1730117634.4,1730117616.3414023,8.699965842080557,,,,
1730117634.42,1730117616.3607235,8.714218296907418,1.5581397918462825,0.2612876397773671,177.78043480276312,0.04558687109730919
1730117634.44,1730117616.380819,8.728673484552496,,,,
1730117634.46,1730117616.400652,8.743026731055489,,,,
1730117634.48,1730117616.4208474,8.757514561547685,,,,
1730117634.5,1730117616.4418762,8.772099597289696,,,,
1730117634.52,1730117616.460944,8.786548644083735,1.6398739073305169,0.2486088717086241,0.5051386911691337,0.04855360620039462
1730117634.54,1730117616.4807956,8.80119857414329,,,,
1730117634.56,1730117616.5009353,8.815835189114223,,,,
1730117634.58,1730117616.5208974,8.830374978293223,,,,
1730117634.6,1730117616.5420215,8.844885750959332,,,,
1730117634.62,1730117616.561053,8.85920525646415,1.691772306264079,0.24595771185788212,1.5683408673286183,0.07725903152694713
1730117634.64,1730117616.5808375,8.873615726256261,,,,
1730117634.66,1730117616.6010184,8.887761368441288,,,,
1730117634.68,1730117616.6208947,8.902082789649844,,,,
1730117634.7,1730117616.6415162,8.91612289849072,,,,
1730117634.72,1730117616.6608365,8.93046244165901,1.644012265246196,0.23009486333417223,176.3763170243909,0.16201131202864671
1730117634.74,1730117616.6808105,8.944497784564224,,,,
1730117634.76,1730117616.70097,8.958796540857314,,,,
1730117634.78,1730117616.7209258,8.9729564520948,,,,
1730117634.8,1730117616.7416565,8.987144650392203,,,,
1730117634.82,1730117616.76096,9.00132348641882,1.7026437508564318,0.243510722250817,1.0276021003966656,0.04877773304060873
1730117634.84,1730117616.78082,9.015362597463843,,,,
1730117634.86,1730117616.8007472,9.02941490208049,,,,
1730117634.88,1730117616.8208091,9.060169771165702,,,,
1730117634.9,1730117616.8414626,9.057242624601766,,,,
1730117634.92,1730117616.8609242,9.07122302378233,1.6820110524817435,0.2534236658183567,174.69008130490488,0.14808684998959432
1730117634.94,1730117616.8810067,9.085083088423376,,,,
1730117634.96,1730117616.9008107,9.099195182937699,,,,
1730117634.98,1730117616.9209945,9.113087293647014,,,,
1730117635.0,1730117616.9435146,9.127337982181706,,,,
1730117635.02,1730117616.9607794,9.141429248859536,1.7104868800363775,0.24090022877782755,1.6720657672268886,0.05251674286052932
1730117635.04,1730117616.9808285,9.155857143383818,,,,
1730117635.06,1730117617.000852,9.170111486726983,,,,
1730117635.08,1730117617.0211596,9.18440436917556,,,,
1730117635.1,1730117617.0415199,9.198816044102278,,,,
1730117635.12,1730117617.0610282,9.213163378037283,1.7860761418067916,0.23791308225445137,177.0278085299476,0.055201598159846044
1730117635.14,1730117617.0809968,9.227566718955062,,,,
1730117635.16,1730117617.100906,9.241772796227488,,,,
1730117635.18,1730117617.1209054,9.255924080439572,,,,
1730117635.2,1730117617.1414506,9.269897530924952,,,,
1730117635.22,1730117617.1609046,9.28388840080016,1.6903964344034925,0.2356034031132275,173.23634774325933,0.07489843786208916
1730117635.24,1730117617.1809914,9.297733293760583,,,,
1730117635.26,1730117617.2009919,9.311571808935078,,,,
1730117635.28,1730117617.2208447,9.32546987577071,,,,
1730117635.3,1730117617.2414942,9.339065871015965,,,,
1730117635.32,1730117617.260879,9.352929462278412,1.7526433624018916,0.2456581762909125,176.11676808324523,0.1543862109549462
1730117635.34,1730117617.281119,9.366384942962569,,,,
1730117635.36,1730117617.3009703,9.379900259482248,,,,
1730117635.38,1730117617.3209367,9.413627566872917,,,,
1730117635.4,1730117617.341599,9.406793225390876,,,,
1730117635.42,1730117617.3611097,9.420124776120744,1.4773075633179595,0.24733713777814634,174.37579970206284,0.07767113555386562
1730117635.44,1730117617.3808625,9.43367691120197,,,,
1730117635.46,1730117617.4008853,9.447144983513013,,,,
1730117635.48,1730117617.4210467,9.460654881794074,,,,
1730117635.5,1730117617.4416854,9.473986756417823,,,,
1730117635.52,1730117617.4609978,9.48733205800787,1.8262036332837954,0.22411456782369096,4.715671729857301,0.012102678626152996
1730117635.54,1730117617.4809105,9.500461463773552,,,,
1730117635.56,1730117617.5009773,9.51379181721708,,,,
1730117635.58,1730117617.5209358,9.526895919085815,,,,
1730117635.6,1730117617.5414486,9.540230154840636,,,,
1730117635.62,1730117617.5609608,9.553259394368824,1.8044459136171238,0.22316399997163297,173.28671747699508,0.14388024739557326
1730117635.64,1730117617.5809495,9.566450529565824,,,,
1730117635.66,1730117617.6006682,9.57936380489827,,,,
1730117635.68,1730117617.6211102,9.592283714621736,,,,
1730117635.7,1730117617.6415615,9.605100562716833,,,,
1730117635.72,1730117617.6608334,9.617993301735874,1.6473574252994314,0.24460669113643813,175.0973452062768,0.024877876003092436
1730117635.74,1730117617.6808965,9.63064235796763,,,,
1730117635.76,1730117617.7009375,9.64355899580699,,,,
1730117635.78,1730117617.7209587,9.656327488239006,,,,
1730117635.8,1730117617.7414498,9.669381423896654,,,,
1730117635.82,1730117617.7609587,9.682609877225394,1.6368214700277675,0.26378684009240655,177.1403039651674,0.0030152878069775735
1730117635.84,1730117617.7809787,9.695756502248836,,,,
1730117635.86,1730117617.8010423,9.70902644117504,,,,
1730117635.88,1730117617.8210368,9.746106829901978,,,,
1730117635.9,1730117617.8414361,9.73535521754292,,,,
1730117635.92,1730117617.8609593,9.748879030615242,1.7031175101420717,0.25146365641539614,2.2524478029472985,0.07657186071236621
1730117635.94,1730117617.8808098,9.762143963029597,,,,
1730117635.96,1730117617.9007914,9.775521471864582,,,,
1730117635.98,1730117617.920736,9.788893743078315,,,,
1730117636.0,1730117617.9433734,9.802356775191642,,,,
1730117636.02,1730117617.9608338,9.815733090385192,1.6735993125741475,0.26233042277992824,2.2251674507134833,0.0838933518806988
1730117636.04,1730117617.9808366,9.829501278283386,,,,
1730117636.06,1730117618.000837,9.84320479019151,,,,
1730117636.08,1730117618.020913,9.85666905895171,,,,
1730117636.1,1730117618.0413933,9.870122532148697,,,,
1730117636.12,1730117618.0607727,9.883620513095732,1.471058890548466,0.2722990116285648,178.82382730980802,0.014388774457907538
1730117636.14,1730117618.0808692,9.896857609556283,,,,
1730117636.16,1730117618.1011863,9.91038060805772,,,,
1730117636.18,1730117618.1209836,9.923607350710293,,,,
1730117636.2,1730117618.1415815,9.936778160252246,,,,
1730117636.22,1730117618.160811,9.949949047949204,1.5216418696015601,0.2523487608732326,175.63028008457377,0.010543360469194019
1730117636.24,1730117618.1808193,9.963258002139963,,,,
1730117636.26,1730117618.2009578,9.976656908558246,,,,
1730117636.28,1730117618.2209678,9.990155296667437,,,,
1730117636.3,1730117618.241494,10.003591668486814,,,,
1730117636.32,1730117618.2611039,10.017444878769968,1.5828998821982962,0.24933743649405005,174.11789298505653,0.017480768908615496
1730117636.34,1730117618.2808988,10.031381693486301,,,,
1730117636.36,1730117618.300969,10.04560362787669,,,,
1730117636.38,1730117618.320637,10.087651732816786,,,,
1730117636.4,1730117618.3414962,10.074721851632535,,,,
1730117636.42,1730117618.360893,10.089359992771652,1.6753126372036335,0.2430915019189934,174.96860506188864,0.11891123241841417
1730117636.44,1730117618.3807824,10.10436240273774,,,,
1730117636.46,1730117618.401017,10.118993356126339,,,,
1730117636.48,1730117618.421088,10.133497841238919,,,,
1730117636.5,1730117618.4415603,10.148363851817608,,,,
1730117636.52,1730117618.4608219,10.163207524470181,1.8175004206103316,0.23603559752526004,3.455227677130739,0.049551211394418204
1730117636.54,1730117618.480989,10.177985729411555,,,,
1730117636.56,1730117618.5009139,10.192869612377548,,,,
1730117636.58,1730117618.5208526,10.20776143654806,,,,
1730117636.6,1730117618.5419016,10.222822951521806,,,,
1730117636.62,1730117618.5609546,10.238242450944735,1.757245374838722,0.24151036550188384,176.97032666934743,0.16887914791527614
1730117636.64,1730117618.580922,10.253926903493525,,,,
1730117636.66,1730117618.6010296,10.269784369511191,,,,
1730117636.68,1730117618.6210446,10.286169914477384,,,,
1730117636.7,1730117618.6414125,10.302937566377773,,,,
1730117636.72,1730117618.6608624,10.320368875176339,1.7129701976555687,0.24031760498258764,177.37988853131682,0.20620618121840428
1730117636.74,1730117618.6808338,10.338181720640158,,,,
1730117636.76,1730117618.701148,10.356464146502338,,,,
1730117636.78,1730117618.720858,10.375423596523136,,,,
1730117636.8,1730117618.741591,10.394368531248212,,,,
1730117636.82,1730117618.7611408,10.41411073479765,1.7418322612589212,0.24604331875398752,177.95119102932293,0.2884538780872632
1730117636.84,1730117618.7807975,10.434050170353173,,,,
1730117636.86,1730117618.800948,10.454736561220004,,,,
1730117636.88,1730117618.8206987,10.508648722288335,,,,
1730117636.9,1730117618.8415298,10.49692149755473,,,,
1730117636.92,1730117618.8610148,10.519324058310229,1.7762306407250377,0.24788904222492306,178.86602920867693,0.44630949992085833
1730117636.94,1730117618.8808117,10.541745646224916,,,,
1730117636.96,1730117618.90084,10.564713000640568,,,,
1730117636.98,1730117618.9210413,10.587961960009295,,,,
1730117637.0,1730117618.9434187,10.611873647135232,,,,
1730117637.02,1730117618.9607897,10.636802349045075,1.7826954707109703,0.22423101534469927,177.1269184655989,0.74874367626964
1730117637.04,1730117618.9807994,10.662268882280475,,,,
1730117637.06,1730117619.0007577,10.688920519240693,,,,
1730117637.08,1730117619.0208838,10.716075744332894,,,,
1730117637.1,1730117619.0414407,10.744468854187641,,,,
1730117637.12,1730117619.0609598,10.773132345010406,1.7135188410644768,0.240772246191983,2.5806806242980214,0.8342484369132905
1730117637.14,1730117619.0808785,10.803131748085184,,,,
1730117637.16,1730117619.1009393,10.83389314989119,,,,
1730117637.18,1730117619.1209378,10.865560876381888,,,,
1730117637.2,1730117619.1413987,10.897729425007576,,,,
1730117637.22,1730117619.160935,10.930538379477822,1.7462305739375386,0.2354519229887804,1.3650461174707842,0.8542873137849107
1730117637.24,1730117619.18118,10.963905511706791,,,,
1730117637.26,1730117619.2007792,10.998401531654778,,,,
1730117637.28,1730117619.2207081,11.033251301350248,,,,
1730117637.3,1730117619.2415094,11.068727095347969,,,,
1730117637.32,1730117619.260842,11.10490604394901,1.886349949668115,0.23297594860973425,0.7050791341010021,1.0730860076022701
1730117637.34,1730117619.2807887,11.141537017157514,,,,
1730117637.36,1730117619.3008072,11.17900085306685,,,,
1730117637.38,1730117619.3210325,11.257358499282981,,,,
1730117637.4,1730117619.3421319,11.2548150264829,,,,
1730117637.42,1730117619.3610816,11.29311479835737,1.8459690519129008,0.22425629928528718,4.424325445489604,1.2581462568237334
1730117637.44,1730117619.3808737,11.332173551906765,,,,
1730117637.46,1730117619.4010541,11.371157780185673,,,,
1730117637.48,1730117619.421135,11.410874788702506,,,,
1730117637.5,1730117619.4415824,11.450820525939033,,,,
1730117637.52,1730117619.4609072,11.491296920412106,1.71481612092081,0.2520686300014704,2.0906505473503163,1.2011227201808574
1730117637.54,1730117619.4808457,11.5316238723784,,,,
1730117637.56,1730117619.5010316,11.57370339522854,,,,
1730117637.58,1730117619.5209432,11.615978626568305,,,,
1730117637.6,1730117619.5416992,11.658211039259026,,,,
1730117637.62,1730117619.5610223,11.701292680715731,1.640728092210405,0.25965705294901303,177.89782524168234,1.3846115514983954
1730117637.64,1730117619.58084,11.743768688355662,,,,
1730117637.66,1730117619.6009474,11.787430476435595,,,,
1730117637.68,1730117619.621118,11.830146366970563,,,,
1730117637.7,1730117619.6415355,11.873229710625628,,,,
1730117637.72,1730117619.6610563,11.915537612340744,1.7324688408051068,0.2530437497819942,177.28988464077565,1.4886945540218934
1730117637.74,1730117619.6807928,11.958625419947664,,,,
1730117637.76,1730117619.7006838,12.000831181718723,,,,
1730117637.78,1730117619.7207952,12.043030696627973,,,,
1730117637.8,1730117619.7416852,12.084949296977966,,,,
1730117637.82,1730117619.7609465,12.12697759151931,1.6279804207017963,0.2561084465686642,178.89675249431292,1.5756355501135202
1730117637.84,1730117619.7812104,12.168555335137393,,,,
1730117637.86,1730117619.8009717,12.209868421396315,,,,
1730117637.88,1730117619.8208172,12.296529931943354,,,,
1730117637.9,1730117619.841955,12.292604956423645,,,,
1730117637.92,1730117619.8609493,12.333867643261769,1.7067112563213191,0.2535695856054144,1.7146300690579257,1.4136928951534182
1730117637.94,1730117619.880799,12.3747604604068,,,,
1730117637.96,1730117619.9008405,12.415845788838821,,,,
1730117637.98,1730117619.9209502,12.456651147642015,,,,
1730117638.0,1730117619.943779,12.497482235896326,,,,
1730117638.02,1730117619.960743,12.5380656136258,1.707986055241481,0.2607707677284101,178.64007439826437,1.3127300104195618
1730117638.04,1730117619.9810407,12.578425816861413,,,,
1730117638.06,1730117620.0008264,12.617979260378553,,,,
1730117638.08,1730117620.0207634,12.657166038843013,,,,
1730117638.1,1730117620.041519,12.695779449362227,,,,
1730117638.12,1730117620.0607316,12.734104296760735,1.718318341799001,0.2563720210312228,3.339974990818987,1.1404702446460742
1730117638.14,1730117620.0807693,12.772010006149022,,,,
1730117638.16,1730117620.100998,12.809948387130854,,,,
1730117638.18,1730117620.120879,12.847233077923391,,,,
1730117638.2,1730117620.1415431,12.884240906440354,,,,
1730117638.22,1730117620.1608942,12.92040517162668,1.5805143365857472,0.2661699014512614,3.752766661588441,0.9666363957034281
1730117638.24,1730117620.180825,12.957131107460894,,,,
1730117638.26,1730117620.200846,12.991823459038686,,,,
1730117638.28,1730117620.2208242,13.027038774941001,,,,
1730117638.3,1730117620.2416828,13.060922476766498,,,,
1730117638.32,1730117620.2610185,13.094807343057836,1.6014394272635248,0.2516942341657495,2.241965819598678,0.8271077564896148
1730117638.34,1730117620.280941,13.127623715258586,,,,
1730117638.36,1730117620.3008096,13.159894784839558,,,,
1730117638.38,1730117620.3210003,13.238747722197298,,,,
1730117638.4,1730117620.3415043,13.22285758331369,,,,
1730117638.42,1730117620.3608713,13.253249194995034,1.6841900279058213,0.2456646704675691,1.9712296017137616,0.8548916315346893
1730117638.44,1730117620.3807962,13.28308949574836,,,,
1730117638.46,1730117620.4009829,13.312707723650144,,,,
1730117638.48,1730117620.42103,13.341292994242442,,,,
1730117638.5,1730117620.441772,13.369826337745746,,,,
1730117638.52,1730117620.46091,13.397744434305777,1.6133619038053741,0.2421238886944039,0.8254406221620565,0.6566137684808475
1730117638.54,1730117620.4808488,13.424602020420078,,,,
1730117638.56,1730117620.5009184,13.451119682244919,,,,
1730117638.58,1730117620.5207155,13.476830687174036,,,,
1730117638.6,1730117620.5414393,13.502033831003056,,,,
1730117638.62,1730117620.5608745,13.526318270802927,1.5362749229403232,0.2526860698348208,0.6077976913791944,0.4421257419378446
1730117638.64,1730117620.581089,13.550114836056812,,,,
1730117638.66,1730117620.600776,13.57310509209489,,,,
1730117638.68,1730117620.6209424,13.595385276415643,,,,
1730117638.7,1730117620.6415794,13.61691608375676,,,,
1730117638.72,1730117620.6609151,13.637514539680854,1.549792895582313,0.26331194691993365,1.3652358963419071,0.36019228563326866
1730117638.74,1730117620.6808271,13.656940937287942,,,,
1730117638.76,1730117620.7011185,13.675877247300578,,,,
1730117638.78,1730117620.7208292,13.693345374294317,,,,
1730117638.8,1730117620.741874,13.709339218302809,,,,
1730117638.82,1730117620.7607656,13.724777342886828,1.5349059607710513,0.2703615543256671,0.4185727551647598,0.014280991522178876
1730117638.84,1730117620.781063,13.738932364013547,,,,
1730117638.86,1730117620.800621,13.750834349151031,,,,
1730117638.88,1730117620.8208573,13.808437560614264,,,,
1730117638.9,1730117620.8414145,13.77219933445501,,,,
1730117638.92,1730117620.8610122,13.780985689194313,1.521596294122516,0.2520158843866786,1.7284716169014693,0.3035662937991661
1730117638.94,1730117620.8809605,13.788716700367024,,,,
1730117638.96,1730117620.9008691,13.795151557590556,,,,
1730117638.98,1730117620.9210281,13.800791772626063,,,,
1730117639.0,1730117620.9437528,13.805245500465261,,,,
1730117639.02,1730117620.9607358,13.80880905520789,1.5906638785107314,0.25114097741106056,0.26424784372063637,0.5615642557632934
1730117639.04,1730117620.9808147,13.811531205339298,,,,
1730117639.06,1730117621.000952,13.812529006487992,,,,
1730117639.08,1730117621.0211284,13.8127072908527,,,,
1730117639.1,1730117621.0415978,13.811320501600115,,,,
1730117639.12,1730117621.061057,13.809109787059871,1.6418180585496773,0.24693473580572525,5.959196732880528,0.6101728767181072
1730117639.14,1730117621.0810828,13.80523768578578,,,,
1730117639.16,1730117621.100876,13.801412059905664,,,,
1730117639.18,1730117621.1209033,13.796357641705136,,,,
1730117639.2,1730117621.1414535,13.789853051190462,,,,
