rostime,gpstime,world_x,world_y,azimuth,vx,vy
1730984848.534705,1730984866.535,-4.57604088157324,5.6099087588139165,47.505813253711096,10.049208466955843,-0.026786675537706195
1730984848.538849,1730984866.54,-4.5435344410220715,5.648190958801928,47.50076824890624,10.052402707379933,-0.02659838373798884
1730984848.5448422,1730984866.545,-4.51103862406106,5.686525487699829,47.49626555059581,10.054292231305805,-0.025314521694654424
1730984848.5492897,1730984866.55,-4.478505430699118,5.724808949301117,47.49136951742031,10.057116644599198,-0.024817465792993154
1730984848.5546691,1730984866.555,-4.445845320252554,5.763237884426091,47.487034919515224,10.05931619626994,-0.023831549489328197
1730984848.5589292,1730984866.56,-4.413245745476582,5.801551932558918,47.48227676422465,10.06198043582232,-0.023210246729494344
1730984848.565001,1730984866.565,-4.380537179198995,5.84005538361586,47.477648547993795,10.065595075067057,-0.02325926836287362
1730984848.5687082,1730984866.57,-4.347929975136861,5.878478287492051,47.473070453270395,10.069396228813504,-0.02227365881883614
1730984848.5746286,1730984866.575,-4.315325126165869,5.916907244245647,47.46889529763962,10.072653538924577,-0.021312238552077645
1730984848.578739,1730984866.58,-4.282655406227222,5.955270274194567,47.46436136659514,10.075815260812533,-0.020592027140627245
1730984848.5846255,1730984866.585,-4.250006662436478,5.993754259281944,47.46015379594803,10.07922414794514,-0.020383153406079657
1730984848.5889177,1730984866.59,-4.217314629697343,6.032137849093589,47.45570854654477,10.08245195468883,-0.019806152608716765
1730984848.594706,1730984866.595,-4.184675925591616,6.070670733756837,47.45136514326606,10.085552898978339,-0.019937687213758437
1730984848.5992894,1730984866.6,-4.152026378166811,6.10925420740523,47.44736030240625,10.088666105587127,-0.019702191627342103
1730984848.6035771,1730984866.605,-4.1193149803402935,6.147704768449034,47.44305831037855,10.091831982899095,-0.01935113115008935
1730984848.6086187,1730984866.61,-4.086622422288657,6.1862501182198475,47.439264836783195,10.095256622500145,-0.018787903437081255
1730984848.6142328,1730984866.615,-4.053885149892043,6.224719028211011,47.43509492030324,10.098488458566383,-0.01837972460477566
1730984848.6187215,1730984866.62,-4.021169573055887,6.263199423326695,47.43184200556823,10.101872603298968,-0.017654704996489023
1730984848.623615,1730984866.625,-3.988490849834325,6.301746461868884,47.42790010685525,10.104993810645366,-0.01793688801663862
1730984848.6289594,1730984866.63,-3.9557336348161245,6.340222194914683,47.42394723470164,10.108215704989671,-0.017666563986899142
1730984848.633641,1730984866.635,-3.9230881111483202,6.378886018669322,47.419557033221224,10.111606143224087,-0.018762857501214647
1730984848.638634,1730984866.64,-3.8904040043831696,6.417511690402693,47.416233122568826,10.11491546404323,-0.01841602790374086
1730984848.643617,1730984866.645,-3.857652236778646,6.4560472147160475,47.4123843455813,10.11818763215787,-0.01836382332400799
1730984848.6486595,1730984866.65,-3.8248932165888645,6.494607652998973,47.40934202360103,10.120923171775319,-0.01821072403813595
1730984848.6548636,1730984866.655,-3.7921125406133043,6.5331441727503305,47.40570454193778,10.124049461900658,-0.018130887971677723
1730984848.6586316,1730984866.66,-3.7593738032557646,6.571658449556442,47.401818362584834,10.127579436651214,-0.018719561488551584
1730984848.6646006,1730984866.665,-3.72662474377643,6.610233817276321,47.398061699681875,10.130847844482064,-0.018957108252035226
1730984848.6692998,1730984866.67,-3.693820608691817,6.648768031747882,47.39434149506707,10.134078916970088,-0.01908065498847389
1730984848.6747167,1730984866.675,-3.6610077396457212,6.687478956026032,47.390790760110235,10.13653644705734,-0.019362888896019115
1730984848.678852,1730984866.68,-3.6281818242836295,6.726048181156948,47.38711070669524,10.139568610157113,-0.01952582294322447
1730984848.684844,1730984866.685,-3.5953709131308553,6.764730773521328,47.383198676000234,10.143327309956684,-0.020367062176165796
1730984848.688775,1730984866.69,-3.5625169350779124,6.803316116863529,47.37952336105201,10.147267272555503,-0.020846094256338432
1730984848.6947036,1730984866.695,-3.5296405366643184,6.841881012574948,47.37624260758372,10.15042999702434,-0.020549245510364855
1730984848.6993732,1730984866.7,-3.4967501754334926,6.880445550366699,47.37265525344651,10.15374519403484,-0.020699854066315027
1730984848.7045043,1730984866.705,-3.463843521552358,6.9189730442464334,47.369396038942114,10.157184300447145,-0.02015862136136448
1730984848.7090268,1730984866.71,-3.4309162228170367,6.957526307561232,47.365897187129974,10.160531502696134,-0.020113844299365802
1730984848.714623,1730984866.715,-3.3978846028954965,6.9962361296330915,47.36292013678934,10.164028938291231,-0.019715790297138547
1730984848.7188997,1730984866.72,-3.364903594204133,7.0348244898697505,47.3595502899168,10.167411074198919,-0.019581020029463936
1730984848.7248456,1730984866.725,-3.331899375294049,7.073566323434559,47.355988175449966,10.170375471025833,-0.02033857747028378
1730984848.7286212,1730984866.73,-3.299017880476073,7.112195581130288,47.352341073536536,10.172224328950472,-0.020829066700073895
1730984848.7345092,1730984866.735,-3.2660835920175066,7.150965109955559,47.34980175663043,10.17494660345183,-0.020782204517985292
1730984848.7387571,1730984866.74,-3.233101822785204,7.189600244478336,47.3466155566889,10.17778489720756,-0.02088915498960997
1730984848.744672,1730984866.745,-3.200072132710538,7.228415383181203,47.34493679804609,10.18272952663191,-0.01863267802021884
1730984848.748964,1730984866.75,-3.1670414935333113,7.267096903296973,47.342170680174775,10.186157049137657,-0.018074211546290186
1730984848.7546506,1730984866.755,-3.13378219818577,7.305877425182382,47.340700371815046,10.190786332742611,-0.015451381354412597
1730984848.7586806,1730984866.76,-3.1006147677326474,7.3445570154197135,47.33791563124737,10.19527545366108,-0.015737893576639905
